"bs","pz_amor","vl_recuperacao","EAD","lgd","COD_OR_REC","COD_tp_garantia","tempo_sobrev1","tempo_sobrev2"
94,230,11483.43,13844.69,0.9174968887,3,4,33,29
94,236,17993.73,16631.11,0.9282128493,3,2,24,41
1,222,11450.79,4285.36,0.9194863442,3,2,13,52
8,180,0,21382.71,0.6982528172,5,2,34,1
94,204,59160.17,61518.51,0,4,2,31,1
56,240,17535.07,20746.78,0.8807940317,3,2,24,34
1,236,19238.34,15678.53,0.9624575773,3,2,11,49
2,240,46732.92,52446.96,0.7581974291,5,2,15,49
24.98,218,14774.95,9498.75,0.9242216081,3,4,17,32
1,180,0,54020.53,1,5,2,52,6
2,225,11346.14,11552.56,0,3,2,49,19
24.98,240,61780.17,53149.46,0,4,2,16,20
5,240,94181.56,92793.03,0,5,2,25,4
94,240,83616.28,104167.05,0.6914264888,5,2,23,32
24.98,236,21260.47,9858.93,0.9830448132,3,2,28,40
60,240,68831.21,71050.7,0.0312381159,5,2,40,2
1,222,11450.79,4282.77,0.9197131763,3,2,12,53
1,222,9620.98,4282.76,0.9164043747,3,2,12,53
1,228,13214.58,12057.88,0,3,2,38,24
1,236,21260.47,10831.74,0.9446413965,3,2,38,30
1,240,115123.8,73339.12,1,5,2,16,38
40,225,11346.02,11548.76,0,3,2,50,18
24.98,240,78930.49,68353.52,0.7245411518,5,2,7,46
4,236,21223.83,15797.58,0,3,2,57,11
90,236,9657.02,12123.55,0.8813383869,3,4,19,46
2,150,0,52355.33,1,5,2,60,4
24.98,240,20089.12,19663.59,0,4,2,23,4
94,240,16957.78,17202.81,0,4,2,30,2
8,225,11346,11570.3,0,3,2,46,22
24.98,180,53419.79,62923.6,0.7044491506,5,2,13,25
24.98,236,10060.59,7583.19,0.9387790626,3,2,15,29
1,222,11450.79,4282.77,0.9206728356,3,2,12,53
1,240,26236.34,12013.01,0.9548289729,3,4,7,55
24.98,240,7108.95,33611.33,0.8412031629,5,2,20,28
24.98,240,147585.55,141608.18,0,5,2,37,3
1,222,11578.09,7672.67,1,3,2,39,30
1,120,15328.35,14506.84,0,5,2,36,9
1,236,11009.49,11547.54,0.9955046703,3,4,30,32
24.98,204,49797.1,56798.47,0,4,3,23,14
1,234,18088.42,21346.86,0.1526425901,3,4,53,15
1,222,11450.79,4285.37,0.9176943881,3,2,13,52
1,240,26222.36,25228.43,0.9813607109,3,4,13,45
0,180,0,33707.17,0.8060317956,5,2,16,3
24.98,232,15424.69,12529.44,0.9773214126,3,2,31,32
5,222,13116.06,4751.08,0.9604132113,3,2,22,49
1,230,20374.99,22011.42,0.9353462884,3,2,28,31
1,222,12698.85,7672.65,1,3,2,39,30
24.98,222,12703.09,7672.68,1,3,2,39,30
24.98,180,149488.09,110324.43,0.8548361119,5,2,23,28
24.98,240,27535.8,27674.74,0,5,2,33,8
24.98,222,11455.23,4283.58,0.9282212542,3,2,14,51
3,240,0,27588.89,1,5,2,54,6
70,180,169555.74,207484.09,0,5,2,32,15
70,180,171788.81,201647.96,0,5,2,33,5
1,240,35120.13,34559.18,0,4,2,31,6
64,234,14450.06,17265.41,0.9167439406,3,4,31,27
1,222,11450.79,4285.35,0.9239268671,3,2,13,52
0,240,0,107146.94,0.8479114494,5,2,21,7
24.98,240,19062.19,21308.79,0,3,2,21,23
41,236,19371.79,15661.11,0.9746001401,3,2,14,46
24.98,240,18652.7,20790.14,0.7654869515,4,2,12,36
1,240,0,57597.47,0.7508725386,5,2,12,1
1,230,7788.13,8974.23,0.132167328,3,2,46,21
90,180,34762.39,50358.9,0.6549612378,4,2,26,44
1,240,110110.71,117342.66,0,5,2,9,17
0,233,21688.04,23721.48,0.0857214643,3,4,36,24
1,204,0,21627.99,0.7242097554,4,3,40,17
1,222,11450.79,4285.35,0.9196611712,3,2,13,52
94,240,8285.4,9951.45,0.9256098358,3,2,29,35
13,240,0,21132.01,1,4,2,60,2
24.98,180,108053.35,106661.28,0,5,2,22,1
4,240,7589,2401.5,0.8963897564,3,4,8,53
2,225,11348.61,11557.54,0,3,2,46,22
1,222,11450.79,4282.77,0.9206728356,3,2,12,53
94,230,11483.38,13803.38,0.9038083426,3,4,33,29
5,180,7396.18,8128.36,0.0900772111,3,2,57,6
24.98,180,67417.39,71310.52,0,5,2,22,11
1,240,0,17990.6,1,4,2,39,21
1,240,20854.77,14508.29,0.9512719969,3,4,20,37
26,240,0,35323.97,0.752076441,4,2,26,20
81,234,19199.05,23042.46,0.9460495971,3,4,31,35
93,240,55282.5,55365.95,0,5,2,11,5
24.98,234,14450.03,17199.34,0.9630578848,3,4,15,43
1,228,13213.6,12064.45,0.9841973733,3,2,24,38
94,228,20652.5,24144.8,0.8728964415,3,2,28,30
1,228,20653.33,23004.65,0.10221064,3,2,35,23
24.98,240,54158.31,50898.87,0,4,2,29,8
1,240,39608.91,45246.05,0,4,2,42,22
1,222,11450.79,4301.37,0.937919779,3,2,18,47
90,240,50059.91,87801.91,0.7573018599,5,2,30,31
0,240,79205.23,78339.17,0,5,2,20,6
24.98,204,172763.23,165828.86,0,5,2,19,3
8,225,11345.84,11568.32,0,3,2,46,22
0,240,64144.09,64180.24,0.0005632575,4,2,47,1
5,240,0,37716.73,0.8606519683,4,2,20,10
94,204,13232.31,13088.97,0,4,3,24,8
24.98,204,56404.59,50397.31,0,4,3,23,13
47,228,13215.56,13295.12,0.0059841506,3,2,59,3
24.98,222,13455.71,4813.57,0.9878094637,3,2,28,39
1,236,19371.79,15733.32,0.9685698886,3,2,11,49
13,236,15921.35,16849.59,0.0550897678,3,2,67,2
1,216,8326.69,10581.71,0.915192346,3,4,15,49
24.98,240,129046.53,116932.31,0,5,2,14,7
1,222,11450.79,4301.33,0.9379192017,3,2,18,47
24.98,240,46548.34,54003.57,0.0996883882,4,2,23,18
2,225,11346.01,11552.56,0,3,2,49,19
10,240,19221.72,19923.34,0.9655188337,3,2,19,42
8,225,11347.66,11558.09,0,3,2,46,22
24.98,240,74577.69,76731.12,0,5,2,28,3
5,222,13116.06,7128.66,0.9273678363,3,2,41,30
1,222,12707.61,7672.68,1,3,2,39,30
9,240,0,174761.5,1,5,2,45,2
1,222,11450.79,4282.78,0.9206730208,3,2,12,53
0,240,89450.35,50900.22,1,5,2,10,46
1,240,56308.42,56963.81,0,5,2,33,4
2,120,30853.47,29593.52,0,5,2,10,7
1,222,12698.85,4855.43,0.9539958356,3,2,21,48
1,240,0,43934.81,1,5,2,53,4
6,236,18498.99,17164.39,0.9376429923,3,2,24,41
2,240,0,55603.87,1,5,2,48,3
8,240,31854.17,31417.05,0,5,2,29,1
1,240,30492.61,35250.17,0.1349655902,5,2,53,13
1,240,24842.79,26637.58,1,3,4,13,46
2,225,11346.01,11568.79,0.0192569837,3,2,46,22
24.98,218,14775.33,9591.01,0.9058336922,3,4,17,32
24.98,240,18675.46,19748.26,0.0543237733,3,2,40,7
7,120,0,33984.78,1,5,2,55,5
5,222,13116.06,7120.66,0.9315625237,3,2,41,30
24.98,240,47923.87,46798.69,0,4,2,41,2
2,225,11346.03,11555.25,0.0181060557,3,2,46,22
1,240,0,93836.12,1,5,2,49,17
93,240,19177.31,19915.22,0.9387011542,3,2,23,38
24.98,240,134489.17,112827.43,0.7095188365,5,2,10,42
1,223,12698.85,7672.63,1,3,2,39,30
93,240,25208.56,26647.54,0.973233927,3,4,13,46
79,240,49153.4,50356.71,0,5,2,42,8
1,236,21260.47,9860.02,0.9830466875,3,2,28,40
94,240,19221.73,19908.83,0.969460787,3,2,19,42
96,230,11483.44,13803.38,0.9115810765,3,4,33,29
2,240,38108.69,40110.73,0.667744506,5,2,30,29
76,240,56575.43,55130.71,0,5,2,41,9
0,240,201963.86,111581.73,1,5,2,9,47
5,240,50680.9,52984.7,0,5,2,12,3
1,240,20716.67,21241.6,0.0247123569,3,4,39,23
90,230,20374.99,22001.8,0.9122203638,3,2,28,31
1,240,17535.07,18886.44,0.0715523942,3,2,49,9
24.98,236,21249.77,9913.63,0.9771990684,3,2,28,40
24.98,218,12312.93,9498.82,0.9404926086,3,4,17,32
24.98,120,51811.34,49505.96,0,5,2,12,3
1,240,20249.47,56117.6,0.6841364826,5,2,28,25
4,225,11346.02,11568.8,0,3,2,46,22
1,228,7053.81,8011.2,0.119506441,3,4,41,19
44,240,28551.38,16122.08,1,3,2,37,26
1,240,0,50338.56,0.7529268669,4,2,26,2
1,223,12698.85,7672.68,1,3,2,39,30
24.98,240,49802.29,55972.13,0,5,2,25,6
24.98,40,2586.01,2652.37,0,5,2,23,4
1,222,11450.79,4285.36,0.9239270446,3,2,13,52
1,222,12698.85,7672.61,1,3,2,39,30
26,240,0,48376.5,1,5,2,61,1
24.98,240,130400.34,140105.73,0.0692718992,5,2,36,8
0,240,199088.95,100853.77,1,5,2,23,48
24.98,222,13455.71,4872.85,0.9734734293,3,2,27,40
92,240,99052.12,96674.47,0,5,2,33,3
1,240,62652.78,63874.96,0,5,2,23,2
0,240,0,75413.79,1,5,2,53,3
94,240,12867.86,17752.86,0.9349609021,3,4,27,34
1,222,11450.79,4285.35,0.9204242361,3,2,13,52
94,240,18573.04,14508.29,0.8719201229,3,4,20,37
26,240,175817.25,191630.69,0,5,2,28,18
1,236,21249.77,10983.92,0,3,2,48,20
1,236,21260.47,9860,0.9830466531,3,2,28,40
3,240,86444.55,69826.69,0.7691398331,5,2,15,45
1,240,0,39967.55,1,4,2,45,5
24.98,240,35263.78,34271.4,0,4,2,32,8
2,225,11346.02,11563.14,0,3,2,46,22
1,240,0,32427.16,0.7640112367,4,2,32,2
24.98,240,35652.19,35628.02,0,4,2,31,0
1,240,106178.99,75930.37,1,5,2,34,28
2,240,0,73124.57,0,5,2,17,19
52,236,15919.89,18042.74,0.8914943074,3,2,43,26
1,236,17272.23,21612.93,0.2008381094,3,4,47,19
1,240,53547.82,54109.59,0,5,2,25,15
52,240,97783.71,95215.26,0,5,2,18,2
1,236,21260.47,10914.74,0.9432721256,3,2,41,27
1,240,0,17627.39,0.7998586885,4,2,16,14
11,240,0,49545.72,0,5,2,31,12
24.98,222,12704,7659.94,1,3,2,39,30
1,236,21260.47,9792.21,0.9792416625,3,2,28,40
1,222,11450.79,4282.77,0.9164045699,3,2,12,53
2,119,29557.17,25168.32,0,5,2,58,12
24.98,218,14776.56,9679.71,0.8840595431,3,4,17,32
49,119,64270.95,66359.18,0,5,2,27,2
1,222,11446.87,4285.37,0.9300060438,3,2,13,52
1,222,13455.71,4872.83,0.9734733204,3,2,27,40
1,223,12698.85,7672.62,1,3,2,39,30
24.98,180,53753.35,69586.98,0.6716153571,5,2,21,30
24.98,223,12704,7666.33,1,3,2,39,30
24.98,240,66068.95,60091.42,0,5,2,30,8
24.98,240,54512.84,53974.22,0,5,2,24,14
2,240,19221.75,19700.2,0.92964843,3,2,33,28
1,222,11455.64,4283.58,0.9239537957,3,2,14,51
1,223,12698.85,7694.37,0,3,2,46,23
1,236,21249.77,9859.98,0.9564765851,3,2,28,40
24.98,240,60976.4,66586.35,0,4,2,13,7
96,234,19894.65,23057.15,0.9343184218,3,4,30,29
6,230,20374.99,22001.8,0.9373437628,3,2,28,31
5,240,12514.54,14268.77,0.1229419214,3,2,36,24
1,222,11991.57,7680.84,1,3,2,39,30
24.98,240,98156.28,97501.2,0,5,2,41,1
1,240,22918.82,14495.09,0.9806865635,3,4,20,37
90,180,59846.2,59821.51,0,5,2,29,2
24.98,96,20746.65,19524.52,0,5,2,18,5
2,236,21260.47,10904.5,0.9484112064,3,2,40,28
1,222,11450.79,4301.37,0.9336699703,3,2,18,47
24.98,240,110536.27,121065.24,0,5,2,30,6
24.98,222,8447,7469.56,1,3,2,37,30
13,204,0,32758.49,1,5,2,67,2
24.98,222,13455.71,4823.11,0.9846115888,3,2,27,40
1,236,21249.77,10922.74,1,3,2,42,26
0,240,116801.82,72259.87,1,5,2,12,40
24.98,240,56286.14,54857.43,0,5,2,44,2
1,240,43919.8,43621.38,0,5,2,39,18
65,240,41294.37,42419.07,0,5,2,18,0
2,240,12585.67,13668.86,0.079245087,3,2,48,12
1,222,11450.79,4283.57,0.9282210866,3,2,14,51
94,216,8320.55,10630.89,0.8827464116,3,4,15,49
4,225,11347.25,11568.39,0.0191158839,3,2,46,22
1,222,11450.79,4285.35,0.9205269115,3,2,13,52
96,234,19894.55,23081.34,0.9209253016,3,4,31,28
1,240,49577.18,48727.33,0,5,2,26,8
13,240,91992.29,84655.83,0,4,2,26,16
24.98,180,56520.14,61276.75,0.6491397192,5,2,19,27
2,240,19221.72,19918.48,0.9694359208,3,2,19,42
71,240,57706.74,57276.4,0,5,2,25,2
17,236,15919.84,17444.19,0.0873843956,3,2,60,9
1,222,11455.23,4285.36,0.9161587358,3,2,13,52
78,240,43875.31,44598.2,0,5,2,39,1
13,240,26236.33,26409.88,0.0065714043,3,4,57,1
81,234,19201.97,23153.04,0.9549026823,3,4,27,39
1,222,11454.57,4283.53,0.9282204163,3,2,14,51
94,240,15536.33,19296.97,0.7723844424,4,2,26,43
24.98,240,39912.63,37612.1,0,4,2,25,8
24.98,240,40060.58,36019.58,0,5,2,8,14
1,236,19371.79,15769.96,0.9580709146,3,2,11,49
1,240,93969.17,85973.85,0,5,2,25,22
8,180,0,155137.78,0.6020283633,5,2,32,8
94,240,95387.54,97051.71,0,4,2,33,1
22,240,8285.48,8519.76,0.0274984272,3,2,60,4
24.98,180,22432.24,21412.39,0,5,2,31,4
1,222,12698.85,7672.62,1,3,2,39,30
1,229,13214.58,12066.14,0,3,2,42,20
44,240,34758.67,34835.19,0.0021966293,4,2,35,2
24.98,236,10042.38,8889.98,0,3,2,24,20
56,240,115347.63,120153.04,0,5,2,23,8
24.98,222,11455.23,4285.37,0.9177900625,3,2,13,52
0,240,0,127923.62,0.8407962533,5,2,25,1
25,240,18087.54,19182.3,0,5,2,14,1
2,240,39348.9,46481.81,0.1534559433,5,2,49,13
30,240,23839.63,31224.75,0.7183796916,5,2,21,39
94,240,19221.72,19713.07,0.9414545781,3,2,30,31
24.98,240,95609.53,113745.19,0,5,2,22,21
1,216,8316.71,10422.56,0.8863311893,3,4,15,48
9,240,0,45994.41,0.6777759456,5,2,18,9
1,180,128179.5,89703.49,0.8218278482,5,2,12,41
1,222,11455.23,4301.37,0.9301803844,3,2,18,47
46,120,0,53814.34,0.4903919631,5,2,27,4
96,180,20169.81,20979.71,0,4,2,12,9
90,240,81405.11,81782.62,0,5,2,13,5
26,240,0,70355.85,0.7625031818,5,2,29,28
13,232,15427.43,12523.83,0.9750667328,3,2,28,32
1,222,11450.79,4282.75,0.9162290584,3,2,12,53
55,240,0,73774.86,1,5,2,40,7
0,236,21260.47,10749.67,1,3,2,43,25
24.98,240,59606.91,68370.07,0.1178234165,5,2,21,9
10,236,21249.77,15677.14,0,3,2,58,10
1,222,11450.79,4284.22,0.9237900948,3,2,14,51
26,222,11450.79,4282.76,0.9206726503,3,2,12,53
96,236,6212.94,7354.45,0.1552135102,3,4,66,0
1,236,19371.79,15727.11,0.9690343617,3,2,11,49
1,222,11449.99,4293.12,0.9199440034,3,2,13,52
9,240,70133.89,71759.3,0,4,2,25,1
1,240,0,42261.01,1,4,2,56,8
24.98,60,26900.6,25468.81,0,5,2,40,3
2,236,18395.41,17164.45,0.930003583,3,2,24,41
24.98,222,11455.64,4283.58,0.9282212542,3,2,14,51
1,228,13215.18,12071.26,0,3,2,44,18
47,240,32920.7,36185.26,0.0902179506,5,2,64,2
24.98,240,19368.63,21274.2,0,3,2,30,17
12,240,19221.73,19820.99,0.9699752636,3,2,21,40
17,240,19221.72,19817.06,0.963540505,3,2,21,40
86,240,19221.72,19898.68,0.9671887784,3,2,19,42
24.98,240,81785.05,89450.99,0.08569989,5,2,35,1
26,96,19736.68,45335.01,0.5597475062,5,2,21,45
1,222,11449.99,4291.3,0.9236128912,3,2,14,51
1,222,11450.79,4283.55,0.915658741,3,2,14,51
24.98,180,259654.16,231653.32,0,5,2,29,16
10,240,12585.67,13138.87,0.0421040774,3,2,54,6
1,228,12218.75,11060.24,0,3,2,41,21
24.98,218,14776.39,9718.64,0.873356766,3,4,17,32
8,225,11345.97,11564.43,0,3,2,46,22
96,234,19894.65,23049.72,0.9272468386,3,4,30,29
40,180,53563.55,64707.35,0.7783996423,5,2,22,39
94,230,20375,22001.8,0.8994018671,3,2,28,31
31,240,19695.13,22832.25,0.919544066,3,2,32,27
10,240,72588.72,73438.61,0,5,2,24,7
24.98,120,26835.42,31823.86,0.0344907878,5,2,27,8
24.98,240,83439.42,93530.17,0,5,2,32,16
24.98,240,26318.37,26518.9,0.9732315443,3,4,37,27
8,240,12514.54,13688.04,0,3,2,43,17
40,240,48438.85,51587.78,0,5,2,14,1
1,236,7171.87,8046.37,0.1086825488,3,4,50,15
1,240,36404.61,34629.18,0,4,2,35,24
96,180,72952.68,72908.27,0,5,2,31,2
0,233,18083.03,23517.99,0.2310979807,3,4,38,22
56,240,52221.1,51009.83,0,5,2,9,6
1,204,11265.17,11675.62,0.9890995082,3,4,20,40
24.98,240,36643.32,41203.03,0.0974382467,1,2,37,4
24.98,360,71197.4,67769.89,0,5,2,38,3
1,120,0,62550.76,1,5,2,46,6
1,240,25211.71,26652.25,1,3,4,14,45
24.98,236,10066.08,8863.95,0,3,2,24,20
8,240,25907.25,27790.92,0.9710419806,3,4,31,28
13,240,35657.53,35550.32,0,4,2,41,7
1,240,0,33867.9,1,4,2,45,4
5,240,16869.17,20475.94,0.810671094,4,2,9,50
1,236,21260.47,9859.04,0.9628077379,3,2,28,40
1,240,26318.38,26444,0.9947572228,3,4,33,31
1,240,25519.96,26623.33,1,3,4,13,46
70,234,19887,23049.72,0.9272264479,3,4,30,29
1,240,20752.31,21021.78,0.01281861,3,4,47,15
24.98,240,30860.33,36605.53,0,4,2,16,21
24.98,218,14775.62,9559.69,0.9149554013,3,4,17,32
90,240,25371.83,26651.78,0.9723361817,3,4,13,46
1,228,13215.18,12058.25,0,3,2,41,21
0,60,0,8941.87,1,5,2,44,16
2,225,11346.01,11698.46,0.0301278972,3,2,46,22
31,240,12814.92,14794.14,0.8981846866,3,2,35,28
1,222,11449.99,4293.1,0.9111737439,3,2,13,52
1,222,11450.79,4282.75,0.9206724651,3,2,12,53
24.98,240,26236.33,25296.55,0.9730429644,3,4,13,45
24.98,240,60100.05,56022.15,0,5,2,26,6
0,236,19371.79,15734.91,0.965912738,3,2,11,49
11,234,21556.81,26286.11,0.1799163132,3,4,51,7
1,223,12698.85,7672.65,1,3,2,39,30
93,228,20654.62,22152.47,0.0676154849,3,2,52,6
17,228,20655.05,22158.97,0.0678695806,3,2,52,6
31,240,25211.75,26628.83,0.9688518046,3,4,13,46
88,300,5060,28962.61,0.884250785,5,2,16,45
24.98,222,11455.23,4284.07,0.9237874264,3,2,14,51
0,222,13455.71,4872.86,0.9734734837,3,2,27,40
0,240,0,100075.29,0.87290866,5,2,11,1
1,240,62795.83,56611.88,0,5,2,36,9
9,240,39013.37,39120.83,0,4,2,28,2
24.98,240,109911.62,102647.22,0,5,2,22,6
0,120,0,13917.14,0.8490692565,5,2,32,1
0,236,17547.59,14528.27,0.9677277474,3,2,12,48
8,240,19221.72,19667.74,0.955110755,3,2,30,31
1,240,12514.48,15059.79,0.9419387654,3,2,22,38
1,240,11054.32,13677.87,0.1918098359,3,4,35,23
2,225,0,51167.27,1,5,2,61,2
10,118,53568.96,57294.25,0,5,2,25,2
5,240,38516.9,38658.5,0.0036628426,5,2,41,9
1,240,26237.51,12003.37,0.9582383947,3,4,7,55
91,240,28559.9,27411.92,0,3,2,55,8
1,120,44998.67,86003.52,1,5,2,10,45
24.98,240,22406.26,76010.44,0.6328345261,5,2,17,32
85,236,16601.46,24689.56,0.8525514428,3,4,21,45
5,180,0,41310.04,0.9378129025,5,2,15,31
24.98,236,10044.72,8895.05,0,3,2,24,20
2,240,26319.93,25950.37,0.9779417403,3,4,18,43
61,240,0,74623.27,1,4,2,56,1
24.98,222,11455.23,4301.37,0.9372804479,3,2,18,47
1,230,20374.87,21995.84,0.9465276161,3,2,28,31
1,240,26237.5,26523.78,1,3,4,20,38
53,236,17271.53,15972.81,0.9288885299,3,2,24,41
10,240,19695.13,24050.94,0.8755354261,3,2,18,41
13,240,26236.34,26459.62,0.0084385188,3,4,39,23
96,236,17459.73,16203.89,0.9239219718,3,2,24,41
3,240,37981.22,39011.89,0.7724204266,4,2,24,33
76,230,20375,21995.84,0.9053671058,3,2,28,31
8,222,13455.71,4820.73,0.9851516264,3,2,27,40
24.98,240,26319.92,25950.37,0.9646498297,3,4,18,43
65,240,26767.58,27297.11,0,4,2,24,1
24.98,180,66387.04,83803.88,0,5,2,16,19
24.98,222,11455.23,4282.76,0.9171679011,3,2,12,53
24.98,218,13977.29,9814.34,0.8562837644,3,4,17,32
8,216,6082.18,7763.8,0.2165975424,3,4,57,7
8,240,43590.46,42195.04,0,4,2,26,5
24.98,240,66798.41,68455.77,0,5,2,26,6
24.98,240,2595.59,2872.27,0,4,2,35,18
1,240,26234.36,26519.27,1,3,4,20,38
1,236,21260.47,10926.35,0,3,2,46,22
1,240,26238.24,26367.78,0.9956264805,3,4,28,31
24.98,240,41916.07,41719.44,0,4,2,22,0
1,120,20832.79,28816.66,0.5963635421,5,2,24,32
1,222,11450.79,4285.37,0.9200092407,3,2,13,52
94,230,20375.01,21995.84,0.9157349753,3,2,28,31
17,240,17322.79,21562.76,0.8868512194,3,2,18,44
83,240,19221.72,19747.78,0,3,2,39,22
1,223,12698.85,7672.67,1,3,2,39,30
24.98,60,2871.22,15086.14,0.3711101182,5,2,29,9
1,240,237364.16,137241.77,1,5,2,18,42
24.98,240,19221.72,19713.74,0.9328113285,3,2,35,26
30,240,152108.07,158032.38,0.6526408751,5,2,18,37
5,240,20754.74,18071.14,0.9733912747,3,4,23,39
70,230,20375,22001.8,0.9075989237,3,2,28,31
94,204,28656.51,29120.96,0,4,2,26,1
26,240,20753.82,20948.76,0.0093055627,3,4,54,8
20,240,26318.38,25949.78,0.9693072542,3,4,18,46
1,222,11455.23,4282.76,0.9164043747,3,2,12,53
5,240,54585.93,54621.22,0,5,2,25,1
3,240,109458.98,112240.42,0,5,2,24,13
1,228,13215.18,12051.84,1,3,2,24,38
24.98,240,48946.78,53663.46,0.6935934876,5,2,17,26
1,240,70677.02,92985.15,0.7725467823,5,2,27,29
93,230,20374.89,21995.84,0.9037158845,3,2,28,31
0,360,74581.38,63920.95,0,5,2,34,13
24.98,222,11454.57,4283.58,0.9277146686,3,2,14,51
24.98,218,14775.27,9546.59,0.9284006122,3,4,17,32
4,240,8286.2,8753.84,0.0534211272,3,2,54,10
52,240,25212.62,26623.33,0.9696570639,3,4,13,46
1,240,0,36182.88,1,4,2,39,13
94,230,20375,21995.84,0.9083199369,3,2,28,31
94,240,19221.72,19667.74,0.9437337488,3,2,30,31
24.98,240,54538.8,62194.07,0,5,2,31,10
26,240,0,36484.23,1,5,2,44,4
94,234,15758.57,22890.85,0.8809118054,3,4,27,41
1,240,0,38122.28,0.8489448042,5,2,23,16
4,225,11346.02,11556.92,0,3,2,46,22
77,120,14556.8,28828.43,0.6479769981,5,2,23,37
24.98,240,26236.33,11997.27,0.9574761592,3,4,7,55
24.98,236,10011.77,8883.41,0,3,2,24,20
89,234,21554.79,28390.51,0.9014089567,3,4,25,33
1,240,25370.66,26623.33,0.9854405891,3,4,13,46
24.98,180,35622.61,42113.65,0,5,2,18,11
24.98,180,177041.73,197720.72,0,5,2,12,18
24.98,240,67359.43,64647.4,0,5,2,7,4
96,216,8316.68,10415.66,0.8755230105,3,4,14,49
94,151,4337.22,6618.38,0.7860820926,3,4,15,49
1,240,60703.4,55276.55,0,5,2,46,16
79,240,101031.83,102445.5,0,5,2,22,2
85,240,19221.67,19908.59,0.9680092864,3,2,19,42
24.98,240,33478.29,32983.46,0,4,2,29,2
44,240,54271.03,54430.33,0,5,2,32,5
2,240,0,123559.75,1,5,2,45,9
2,228,13215.56,12092.16,0,3,2,49,13
4,240,0,28579.51,1,4,2,52,1
1,180,93128.2,94115.21,0,5,2,17,4
94,230,20375,21995.84,0.8995937414,3,2,28,31
94,236,18395.41,17164.45,0.9268488067,3,2,24,41
24.98,240,89907.31,97232.35,0,5,2,14,24
1,180,62963.42,83250.74,0.6395467782,5,2,19,41
2,120,0,39232.92,1,5,2,58,1
1,240,26238.24,26530.07,1,3,4,21,38
12,120,0,86890.73,0.6770932853,5,2,23,11
5,222,13116.06,7120.69,0.931562812,3,2,41,30
94,236,16601.43,24347.16,0.8394818944,3,4,23,43
94,240,16672.47,19409.06,0.7885969591,4,2,26,32
1,240,45723.75,34829.67,1,5,2,23,39
1,240,152535.43,99286.62,0.9823457321,4,2,15,41
1,240,20752.31,20967.46,0.010261138,3,4,39,23
52,230,20375,22011.42,0.911719462,3,2,28,31
24.98,180,51041.2,53308.86,0,4,3,20,5
5,240,86717.6,89814.27,0,5,2,21,2
1,222,7356.95,4283.58,0.9204497173,3,2,14,51
24.98,222,11454.57,4285.37,0.9214653577,3,2,13,52
1,240,26319.94,25950.37,0.9779417403,3,4,18,43
65,240,19221.72,19690.29,0.9584830899,3,2,29,32
1,236,21260.47,9821.11,0.9831739997,3,2,28,40
91,180,24496.9,23841.42,0,4,2,35,11
93,240,76282.31,88447.16,0,5,2,33,12
24.98,240,10400.93,10800.49,0,4,2,24,12
13,240,19221.72,19915.02,0.9659784424,3,2,19,42
1,240,12512.8,13978.61,0.1048609268,3,2,40,20
44,240,28557.79,4374.61,0.9104925925,3,2,7,56
24.98,240,64592.59,64329.74,0,5,2,19,5
41,236,16023.58,19579.55,0.9769003884,3,2,12,57
1,236,8315.58,11212.49,0.258364556,3,4,39,23
94,234,20916.82,28483.62,0.8575170572,3,4,17,40
6,240,0,39391.84,0.7664948549,4,2,28,10
1,236,21260.47,10900.7,0.944991606,3,2,38,30
1,228,10421.87,11307.09,0.9835050398,3,4,26,34
2,240,0,42589.8,0.7015288847,5,2,38,1
24.98,240,49396.47,54996.96,0.0134086485,5,2,29,2
24.98,222,11453.5,4282.75,0.9128994221,3,2,12,53
1,240,17380.75,21106.24,0.9401418727,3,2,22,39
8,225,11346.02,11568.33,0,3,2,46,22
1,222,11450.79,4283.58,0.9204497173,3,2,14,51
1,236,20004.36,18972.29,0.9460386701,3,2,24,41
24.98,218,14775.25,9498.82,0.9311072323,3,4,17,32
40,240,0,57675.29,1,5,2,66,3
1,222,11450.79,4301.38,0.9336701245,3,2,18,47
24.98,222,11455.64,4285.37,0.9231711614,3,2,13,52
1,222,11455.64,4282.77,0.9128998288,3,2,12,53
52,236,6544.33,8213.36,0,3,4,36,21
24.98,222,11455.23,4285.37,0.9170246676,3,2,13,52
94,240,22281.73,22534.37,0,4,2,29,1
56,240,91235.88,89705.58,0,5,2,14,2
10,240,0,39355.67,1,4,2,36,25
24.98,218,14560.3,9591.01,0.9074841961,3,4,17,32
24.98,222,11455.64,4285.41,0.9207730416,3,2,13,52
1,236,14668.91,9859.99,0.9830466359,3,2,28,40
1,222,8447,4872.88,0.9734735926,3,2,27,40
2,225,11281.96,11574.54,0.0252778944,3,2,46,22
24.98,218,14776.28,9699.19,0.8783393252,3,4,17,32
1,222,11450.79,4285.37,0.9170246676,3,2,13,52
26,222,8262.64,7120.66,0.9498726242,3,2,41,30
2,225,11346.01,11560.31,0.0185375652,3,2,46,22
24.98,204,15443.65,17434.11,0,4,3,38,9
1,225,11346.01,11576.39,0,3,2,46,22
68,240,20752.31,20959.68,0.0098937579,3,4,54,8
1,240,0,40408.99,0.7976809177,4,2,26,2
1,240,26236.34,26381.99,1,3,4,33,29
24.98,120,80051.52,108546.55,0.6084187734,5,2,7,33
2,225,11346.01,11575.75,0,3,2,46,22
