"bs","pz_amor","vl_recuperacao","EAD","lgd","COD_OR_REC","COD_tp_garantia","tempo_sobrev1","tempo_sobrev2"
2,225,11346.01,11574.5,0.0197408095,3,2,46,22
1,240,80521.72,54766.07,0.7881271683,5,2,28,36
1,236,21249.77,10919.19,1,3,2,43,25
89,236,21249.77,10903.76,0.9595011262,3,2,40,28
1,230,20374.99,22027,0.9293562446,3,2,28,31
24.98,180,56227.47,55612.5,0,5,2,19,1
0,236,16936.36,19622.32,0.9725083476,3,2,14,49
24.98,222,11455.23,4309.11,0.934058309,3,2,18,47
1,120,0,60607.43,1,5,2,48,2
2,225,11346.02,11574.54,0,3,2,46,22
2,180,184242.23,170575.63,0,5,2,12,7
25,240,17241.18,20877.2,0.7839982371,4,2,37,30
1,223,12685.39,7733.5,0.9829120062,3,2,39,30
1,236,21260.47,10891.29,0.9449440792,3,2,38,30
1,240,23351.54,14603.01,0.966794517,3,4,20,37
24.98,240,37726.84,36030.15,0,4,2,27,6
2,240,31790.3,33163.65,0.0414113042,5,2,44,1
24.98,222,11454.57,4460.22,0.8085296241,3,2,14,51
0,236,21249.77,10922.73,1,3,2,42,26
89,240,39494.67,39769.15,0,4,2,23,3
24.98,232,15387.01,12548.9,0.9203061623,3,2,31,32
2,240,19221.72,19926.32,0.963988333,3,2,19,42
1,240,155321.69,125508.19,0.8504387292,5,2,18,32
1,222,12698.85,7681.43,1,3,2,42,27
7,240,61042.16,72049.69,0.7026900317,5,2,13,50
24.98,222,12704,7666.12,1,3,2,39,30
13,230,7788.07,9411.48,0.8500161505,3,2,34,33
24.98,240,107977.49,123008.21,0,5,2,13,9
24.98,240,86608.37,95358.98,0,5,2,26,5
24.98,240,62172.56,72511.46,0.0559728693,5,2,22,13
90,204,63092.86,59166.61,0,4,2,12,19
76,240,65456.96,63701.99,0,5,2,48,3
1,240,29071.28,30882.04,0,5,2,26,1
1,180,0,70271.95,1,5,2,56,14
4,240,0,61076.59,1,5,2,57,7
94,216,8397.35,10587.79,0.8797879444,3,4,15,49
1,236,21260.47,9860,0.9832403651,3,2,28,40
2,240,0,56851.48,1,5,2,50,3
1,240,17435.48,20733.5,0.9478177828,3,2,28,34
18,240,63130.91,63948.22,0.0127808092,5,2,51,1
28,60,0,25474.28,1,1,2,45,1
0,233,22409.35,23970.52,1,3,4,33,27
91,240,84288.01,77477.53,0,5,2,28,21
94,240,25210.2,26637.58,0.9685267956,3,4,13,46
24.98,240,18846.44,18571.51,0,5,2,12,1
1,222,12698.85,7672.67,1,3,2,39,30
1,240,59253.63,61625.16,0,5,2,25,23
94,230,11483.38,13856.47,0.9072202372,3,4,33,29
1,240,27084.53,12399.39,0.8918664547,3,4,7,55
64,236,16936.37,19618.85,0.8953246495,3,2,14,49
2,240,26319.94,25966.96,0.9753282633,3,4,18,43
1,240,69856.49,72069.09,0.0307010953,5,2,52,1
24.98,240,35679,40612.41,0,4,2,30,13
1,222,11450.79,4284.66,0.923142093,3,2,14,51
1,222,11450.79,4285.37,0.916506626,3,2,13,52
1,222,12707.61,7672.63,1,3,2,39,30
24.98,236,10021.96,8889.99,0,3,2,24,20
1,222,7356.95,4284.56,0.9278899117,3,2,14,51
1,222,11450.79,4285.96,0.9313526025,3,2,15,50
1,240,0,40062.59,0.7711015186,4,2,26,23
1,222,12698.85,7672.67,0.9842558066,3,2,39,30
24.98,240,26043.4,25276.04,0,4,2,35,4
72,240,73039.37,72544.16,0,5,2,27,6
1,222,13455.71,4872.87,0.9734735382,3,2,27,40
24.98,240,37459.42,35568.55,0,4,2,22,6
1,240,0,47162.14,1,4,2,49,4
24.98,240,84620.77,77150.71,0,5,2,19,8
70,216,8316.68,10414.88,0.8839228104,3,4,14,49
94,216,8316.72,10563.36,0.8622748822,3,4,14,49
24.98,218,14775.11,9498.82,0.924534837,3,4,17,32
94,230,20378.28,22268.3,0.8936847447,3,2,28,31
2,228,22395.54,23212.29,0.0351861018,3,2,40,18
2,240,0,80048.36,1,1,2,52,13
5,222,13116.06,7120.69,0.9317201002,3,2,41,30
91,234,20913.31,28740.1,0.8180048086,3,4,22,35
64,240,0,38543.1,0.7704232694,4,2,22,13
2,240,0,34739.05,1,4,2,46,6
61,240,77966.81,78561.88,0,5,2,34,2
94,236,18395.41,17164.14,0.9247978635,3,2,24,41
94,218,21845.84,37692.1,0.7295223359,5,2,22,34
56,240,26074.2,30861.39,0.7496373851,5,2,30,34
24.98,240,26319.93,25917.85,0.9743350625,3,4,18,43
28,240,0,107557.98,1,5,2,59,4
24.98,240,66609.54,58355.54,0,5,2,15,11
1,228,20648.48,22654.89,0.0885641025,3,2,47,11
24.98,222,26662.81,6248.66,0,3,2,23,20
94,230,20375,22027,0.8985717528,3,2,28,31
1,222,12698.85,7672.68,1,3,2,39,30
24.98,222,12704,7666.3,1,3,2,39,30
2,236,16936.36,19610.14,0.9252330682,3,2,15,48
2,240,20748.79,21045.8,0.0141125545,3,4,49,13
2,236,9286.34,12227.38,0.9915313011,3,4,16,46
2,240,0,42023.34,0.7561035243,4,2,32,1
24.98,240,86923.16,102302,0,5,2,15,17
24.98,236,10042.38,7452.42,0.9723646815,3,2,15,29
24.98,240,71359.22,71301.43,0,5,2,19,4
24.98,240,100162.5,122100.17,0,5,2,23,21
24.98,180,229491.63,218958.65,0,5,2,17,4
94,240,8285.48,10157.85,0.8735598576,3,2,23,41
24.98,180,154569.94,135719.08,0,5,2,12,9
24.98,240,49553.22,47667.72,0,5,2,14,3
65,240,74653.92,76630.87,0.0257983499,5,2,42,1
40,240,0,33468.12,0.664710899,5,2,27,21
13,240,25370.69,26628.83,0.9754814613,3,4,13,46
52,240,25210.84,27838.7,0.9739100605,3,4,23,36
13,240,25367.37,26628.83,0.977113527,3,4,13,46
13,240,25370.72,26637.58,0.977146948,3,4,13,46
4,236,13141.11,14197.38,0.9506366668,3,2,11,57
1,240,18759.34,18972.09,0,4,2,20,3
1,236,21249.77,10893.09,0.9474722049,3,2,38,30
91,240,28555.25,27439.2,0,3,2,55,8
3,240,28792.58,29958.46,0,5,2,26,7
0,240,413316.55,216088.24,1,5,2,8,47
91,240,137864.44,139712.73,0,5,2,17,4
1,240,0,29559.84,1,4,2,45,5
24.98,240,83000.26,94262.15,0,5,2,25,7
2,180,0,370545.16,1,5,2,65,4
24.98,240,191339.4,186227.78,0,5,2,15,2
1,240,97555.83,75515.58,0,5,2,31,20
24.98,240,39160.17,37130.72,0,4,2,27,7
1,240,21700.55,14521.52,0.9475261543,3,4,20,37
94,120,19216.09,16313.59,0,5,2,29,18
1,240,0,61985.92,1,5,2,42,11
1,233,18085.01,24139.11,0.8821195148,3,4,30,30
0,240,122011.01,73429.19,0.9794100909,5,2,18,40
5,234,19877.05,23084.37,0.9709742999,3,4,26,33
8,234,20375.28,23127.64,0.9680615921,3,4,23,36
0,240,41472.39,40816.4,0.8892009946,4,2,29,30
1,240,0,102528.69,0.8502470641,5,2,9,10
25,240,0,37672.36,1,5,2,57,8
4,240,26318.38,25855.07,0.9684386853,3,4,24,40
1,236,21260.47,9859.03,0.9830449852,3,2,28,40
1,240,0,150367.17,0.8868397606,5,2,9,2
1,240,51014.56,38388.5,0,5,2,40,24
27,240,28544.81,16162.4,0.9422944612,3,2,34,29
1,234,23524.52,24026.44,0.9892443491,3,4,20,48
9,60,0,30825.95,0.2834968075,1,2,28,32
1,240,26319.94,26438.15,1,3,4,32,29
56,240,25630.5,26405.52,0,5,2,11,1
24.98,240,36592.95,40193.33,0,5,2,15,23
24.98,232,15418.32,12529.44,0.967661763,3,2,31,32
56,240,33044.57,34467.61,0,4,2,27,8
56,240,38440.8,39734.02,0,5,2,21,1
1,240,26319.94,25983.53,0.9762056965,3,4,18,43
1,240,0,190180.19,1,5,2,56,2
27,180,87997.98,100203.08,0,5,2,19,21
6,240,0,54276.24,0.7352260381,4,2,21,1
24.98,240,85025.05,81628.28,0,5,2,24,4
93,240,8309.96,9520.35,0.8994207146,3,2,30,34
0,236,19371.79,15790.05,0.9648373501,3,2,14,46
89,240,52671.97,53590.3,0,5,2,17,2
1,236,21260.47,9860.01,0.957797203,3,2,28,40
0,240,14938.49,16883.9,0.1152227862,3,4,42,19
1,240,68211.82,72310.17,0,5,2,20,1
0,119,121525.86,124771.77,0.7155390003,5,2,21,27
1,236,21249.77,10914.74,0.9364098458,3,2,41,27
54,234,15680.34,21362.49,0.914047941,3,4,41,27
24.98,236,21260.47,15626.8,0,3,2,58,10
24.98,224,40942.49,46548.8,0,5,2,16,8
2,216,9279.06,11437.97,0.88920499,3,4,23,36
24.98,240,16261.69,15379.96,0,5,2,28,4
80,240,0,121520.85,0.7305166116,5,2,22,32
0,236,21260.47,9859.99,0.9832403481,3,2,28,40
94,236,16936.36,19682.59,0.9063146669,3,2,14,49
94,240,171366.84,173765.72,0,5,2,22,1
0,240,15574.08,46470.43,0.7592290796,5,2,23,40
0,240,78038.71,80512.28,0,5,2,20,12
1,236,14668.91,9860.01,0.9832403821,3,2,28,40
24.98,240,21759.39,21412.42,0,5,2,47,1
24.98,240,80248.31,72262.98,0,5,2,21,13
24.98,60,34193.32,98505.08,0.3898988006,1,2,17,27
24.98,240,30644.42,30431.77,0,5,2,33,1
1,236,21260.47,10935.35,0,3,2,46,22
25,230,20374.99,22011.42,0.9036150326,3,2,28,31
56,240,19221.72,20101.49,0.9335183611,3,2,19,42
24.98,240,106583.66,100751.89,0,5,2,30,5
16,180,59504.2,68001.17,0,5,2,26,5
94,240,19221.73,19993.27,0.9534658413,3,2,19,42
24.98,204,39912.09,44376.11,0,5,2,42,8
24.98,240,43695.24,42801.35,0,4,2,20,14
21,240,85277.98,99557.2,0,5,2,34,19
41,240,19221.72,19915.49,0.9664592737,3,2,19,42
0,240,123229.18,105954.25,0,5,2,30,22
8,236,21249.77,15687.2,0,3,2,56,12
44,240,28545.48,4446.12,0.8825920128,3,2,7,56
4,240,0,31379.66,1,4,2,51,8
1,240,26319.94,25902.95,0.9822908202,3,4,18,43
96,234,19894.65,23078.6,0.9226612533,3,4,30,29
13,236,21249.77,10948.1,0,3,2,51,17
24.98,60,9238.29,19705.82,0,5,2,26,16
3,240,80303.57,73696.04,0,5,2,50,8
94,230,20375.01,22027,0.8985903664,3,2,28,31
24.98,240,52426.91,49355.05,0,5,2,8,5
94,230,20375,22027,0.8946052572,3,2,28,31
24.98,240,26098.84,12013.01,0.9494797723,3,4,7,55
45,180,53074.02,58928.02,0,5,2,32,10
96,240,13489.58,25430.72,0,5,2,26,20
8,240,35190.68,35396.69,0,4,2,27,1
24.98,240,46819.49,45107.77,0,5,2,10,3
1,240,0,40222.14,1,4,2,41,8
6,120,75065.61,62916.31,0,5,2,51,15
96,240,54792.61,62626.87,0.0148114303,5,2,19,4
24.98,180,54832.59,77874.37,0.2958839988,5,2,34,7
7,240,41404.07,51202.13,0.7296619101,5,2,25,27
23,240,26252.01,26266.36,0,4,2,25,9
96,234,19894.65,23081.34,0.9246889479,3,4,31,28
19,240,158658.94,155474.34,0,5,2,16,2
1,240,0,45133.95,1,4,2,36,19
29,120,0,31293.88,0.5766979879,5,2,30,4
1,236,21249.77,9860.01,0.9832403821,3,2,28,40
1,240,0,36671.39,0.7670212576,4,2,26,24
1,240,0,65211.7,1,5,2,53,4
1,236,21260.47,9860,0.9744401623,3,2,28,40
24.98,240,38359.42,37631.5,0,4,2,25,3
1,228,13213.6,12063.14,1,3,2,24,38
24.98,60,30322.44,50891.89,0.0133053672,5,2,21,9
24.98,240,33032.7,27937.23,0,5,2,29,14
13,232,15421.74,9528.41,0.9626947203,3,2,27,36
24.98,218,14775.78,9591.01,0.9115338218,3,4,17,32
1,240,8285.47,9956.85,0.9101713895,3,2,29,35
5,240,88924.84,85969.31,0,5,2,23,5
1,240,0,33986.57,1,4,2,54,1
1,240,26236.33,26352.36,1,3,4,29,30
1,222,12697.03,7664.71,1,3,2,39,30
83,240,33049.71,33703.99,0,4,2,28,4
4,240,26221.57,26505.92,0.9650078171,3,4,26,32
67,240,29009.01,29402.88,0,5,2,39,1
56,240,23911.51,24162.78,0,4,2,27,0
1,236,21260.47,10948.1,0,3,2,51,17
44,240,28559.89,4362.46,0.9153023753,3,2,7,56
94,228,20655.79,23711.24,0,3,2,34,24
2,236,18395.41,17164.45,0.9376548622,3,2,24,41
24.98,232,15424.69,12548.9,0.9773565811,3,2,31,32
24.98,240,58709.78,50768.29,0,5,2,25,13
1,236,21249.77,10881.76,0.9399793783,3,2,38,30
13,232,15425.96,12542.19,0.9728763478,3,2,28,32
1,120,0,18956.92,1,5,2,49,1
1,236,21249.77,9872.05,0.9813605077,3,2,28,40
24.98,240,72476.6,49712.35,1,5,2,8,32
94,240,18571.33,14521.52,0.8538286626,3,4,20,37
24.98,236,10042.39,8889.99,0,3,2,24,20
0,240,0,100832.43,0.7955753317,5,2,30,2
4,240,20753.82,18083.49,0.9727419873,3,4,23,39
17,240,0,17953.97,0.7797200493,4,2,17,45
24.98,222,26646.88,5889.13,0,3,2,24,19
24.98,240,28331.45,64086.77,0.3098643339,5,2,25,21
1,240,56504.9,57971.55,0,5,2,13,1
1,240,0,48730.42,1,5,2,53,1
24.98,236,21260.47,9798.75,0.9868748565,3,2,29,39
16,240,18753.19,19544.75,0.0404998785,4,2,40,1
75,240,0,26762.17,1,5,2,59,4
24.98,240,61850.27,61579.31,0,4,2,20,1
10,240,63761.91,62922.1,0,5,2,21,2
24.98,240,47285.73,52406.64,0.0977149079,5,2,11,3
1,240,0,160110.06,0.7832197978,5,2,30,1
15,240,26421.84,27512.71,0,5,2,8,1
77,240,0,30091.15,1,4,2,54,1
1,240,25207.82,27896.55,0.0963821691,3,4,36,23
1,222,13455.71,4872.86,0.9734734837,3,2,27,40
1,120,25123.86,22246.91,0,5,2,48,9
0,240,0,63497.09,0.8635694084,5,2,32,5
24.98,240,68133.32,73730.87,0,5,2,33,6
94,230,11483.38,13845.94,0.9048298635,3,4,33,29
24.98,240,33086.69,36569.73,0,5,2,22,6
91,240,56115.96,60295.41,0,5,2,39,8
24.98,240,55945.6,49521.93,0,5,2,21,11
24.98,240,54370.77,38855.71,0.8672139103,5,2,12,37
81,234,19199.04,23307.35,0.9541084679,3,4,19,47
1,240,0,27547.07,1,4,2,47,2
94,240,28559.71,27403.75,0,3,2,55,8
1,236,8839.03,12136.28,0.9136522888,3,4,18,48
1,240,0,18922.03,0.8775477167,4,2,32,3
41,240,19221.72,19769.05,0.9543184928,3,2,24,37
14,240,19221.72,19724.2,0.9406541203,3,2,32,29
90,240,19221.85,19711.64,0.951114164,3,2,27,34
4,240,0,16523.64,1,5,2,52,2
2,240,19221.73,19926.32,0.963988333,3,2,19,42
24.98,240,86560.65,81420.66,0,5,2,18,13
94,240,26814.05,27083.77,0,5,2,22,1
1,180,0,65849.4,0.6313690027,5,2,39,19
24.98,240,112675.66,112667.5,0,5,2,20,0
48,240,0,30464.88,0.7550575088,5,2,29,7
1,222,11450.79,4285.37,0.9198342267,3,2,13,52
24.98,120,90130.24,51345.99,0,5,2,52,2
24.98,240,107588.32,105859.41,0,5,2,30,2
0,222,12698.85,7672.67,1,3,2,39,30
2,216,8412.08,9927.42,0.1526418747,3,4,57,5
94,240,52812.29,67522.75,0.710176433,5,2,18,36
24.98,240,75207.74,74350.3,0,5,2,43,1
24.98,222,13455.71,4812.62,0.9879961435,3,2,28,39
24.98,222,11455.64,4293.1,0.9116908528,3,2,13,52
0,240,0,169401.03,0.9314743212,5,2,24,30
24.98,120,21158.87,19669.07,0,5,2,15,5
1,240,19221.72,19916.31,0.968117588,3,2,19,42
1,240,26238.27,26426.01,0.9937050656,3,4,26,32
1,240,26236.33,26567.91,0.9875808824,3,4,21,38
17,240,19691.13,24080.7,0.9138064923,3,2,18,41
5,240,0,53449.6,0.703718338,5,2,17,37
1,222,11449.99,4291.32,0.9236132472,3,2,14,51
94,234,14450.06,17296.42,0.9194347732,3,4,25,33
1,240,69209.86,85493.18,0.7355597246,5,2,21,36
96,236,10355.13,13812.35,0.8645762669,3,4,33,27
0,120,30753.85,43510.68,0,5,2,33,23
1,236,21249.77,10927.4,0,3,2,47,21
94,240,21390.92,21010.38,0,4,2,26,7
84,228,20653.39,23065.07,0,3,2,41,17
24.98,120,27109.53,25528,0,1,2,50,4
24.98,240,91771.03,73847.75,0,5,2,27,19
1,236,21249.77,10894.03,0.9400469799,3,2,38,30
1,222,11446.87,4282.76,0.9128996255,3,2,12,53
24.98,224,52756.93,51266.17,0,5,2,19,2
86,240,49103.22,50967.05,0,5,2,28,1
24.98,240,78685.05,72436.25,0,5,2,13,7
24.98,240,33553.34,31509.59,0,4,2,13,22
24.98,236,20286.32,17164.39,0,3,2,24,15
24.98,240,29245.61,33571.04,0,5,2,26,10
24.98,240,22860.01,21842.31,0,5,2,15,4
10,240,60814.1,60344.47,0,5,2,59,1
2,240,72104.4,77500.6,0,5,2,31,5
7,240,0,66443.24,1,5,2,20,28
1,222,13455.71,4872.89,0.9734736471,3,2,27,40
24.98,110,52098.84,51391.36,0,5,2,44,1
24.98,240,140293.79,125433.78,0,5,2,32,14
5,180,45028.44,45477.66,0,5,2,36,6
1,228,13202.69,12097.31,0.9523381644,3,2,28,34
3,240,19221.72,19915.49,0.9661022651,3,2,19,42
1,240,22120.09,20172.04,0,4,2,43,11
96,228,6228.29,7618.39,0.1824663741,3,4,57,3
0,300,0,68349.31,0.7297142018,5,2,12,3
24.98,236,21262.15,9851.59,0.98396604,3,2,28,40
27,180,0,50105.9,0.7529700896,5,2,28,31
24.98,240,31947.24,31435.06,0,4,2,24,2
1,240,0,64709.84,1,4,2,45,16
1,222,11450.79,4282.76,0.9128996255,3,2,12,53
24.98,240,103779.76,92624.41,0,5,2,42,10
1,240,0,32769.88,1,4,2,50,8
76,240,85210.64,74782.18,0,5,2,29,21
24.98,240,25775.1,26682.85,0,4,2,19,10
5,222,13116.06,7128.69,0.927368142,3,2,41,30
2,180,0,7724.34,1,4,2,60,6
26,228,20653.65,24144.31,0.8396827244,3,2,29,29
90,240,18967.76,19306.98,0,4,2,24,3
24.98,120,54022.68,41013.04,1,5,2,11,34
1,240,0,22917.34,0.8406809964,4,2,32,28
24.98,240,99334.38,98825.73,0,5,2,15,0
24.98,240,65680.77,66722.72,0,4,2,32,12
4,180,239039.83,253365.95,0.7677561946,5,2,14,37
96,230,11483.46,13863.91,0.9180995837,3,4,33,29
57,240,50015.33,50680.7,0,5,2,11,1
16,180,90812.32,96775.51,0,5,2,12,11
2,240,0,26884.39,1,5,2,42,1
24.98,240,21817.57,22675.24,0,4,2,32,3
24.98,236,10044.71,7457.72,0.9709763842,3,2,15,29
1,230,20374.99,22011.42,0.9270097068,3,2,28,31
26,204,0,33682.26,0.7691395248,4,3,28,8
1,236,9199.73,9040.81,0.991379091,3,4,14,52
24.98,240,46358.15,52926.54,0,5,2,10,15
94,236,18395.41,17164.39,0.9247989588,3,2,24,41
24.98,240,79627.93,82174.18,0,5,2,24,10
94,120,9816.27,14861.14,0.5320924071,5,2,39,28
0,240,57348.74,54097.3,0,5,2,51,5
1,236,19371.79,15789.55,0.9742386578,3,2,16,44
1,236,19371.79,19538.34,1,3,2,34,26
1,236,21260.47,9860.01,0.9830466703,3,2,28,40
1,222,11449.99,4293.09,0.9190792646,3,2,13,52
20,236,21249.77,15681.48,0,3,2,58,10
4,240,24941.23,39629.13,0,5,2,9,24
2,180,22510.2,43130.48,0.4780906681,5,2,46,22
70,240,49559.97,56075.69,0.681744717,5,2,24,27
44,240,41129.64,41799.08,0,4,2,13,2
1,240,26236.34,12013.01,0.9567135963,3,4,7,55
24.98,240,195361.09,194824.75,0,5,2,8,0
40,240,38625.54,36906.76,0,4,2,31,12
2,240,19221.72,19786.38,0,3,2,40,21
1,240,55500.88,55932.93,0.7280679174,5,2,26,39
24.98,240,44497.94,46414.32,0.7984378784,4,2,18,26
1,222,12698.85,7672.63,1,3,2,39,30
24.98,240,0,29311.96,0.8402798235,4,2,20,13
24.98,240,77781.11,82367.23,0,5,2,18,23
1,240,26236.33,26525.18,0.0108896528,3,4,46,12
83,240,111726.38,105079.1,0,5,2,18,5
1,222,11450.79,4285.36,0.9196613587,3,2,13,52
1,240,72314.06,67585.72,0.709589247,5,2,10,44
0,180,88660.88,89998.4,0.7471102177,5,2,7,40
90,120,62956.7,65970.86,0,5,2,38,19
1,240,26318.38,25841.67,0.9899050642,3,4,24,40
1,236,8262.89,30623.13,0.7301748711,5,2,44,5
1,240,72001.16,60006.58,0,5,2,47,17
1,240,20752.31,18055.28,0.9907190584,3,4,25,37
24.98,240,38043.08,35511.69,0,4,2,15,9
1,230,20374.99,22027,0.9538598084,3,2,28,31
1,222,12698.85,7656.59,1,3,2,39,30
0,240,26238.5,26467.25,1,3,4,30,28
90,240,19221.72,19767.51,0,3,2,37,24
1,240,93543.94,70498.61,0,5,2,39,23
24.98,222,13455.71,7503.82,1,3,2,37,30
24.98,240,149342.57,142507.69,0,5,2,8,3
2,236,21260.47,10900.58,0.9474055509,3,2,38,30
28,240,81132.26,74483.19,0,5,2,33,7
10,236,21260.47,10919.19,1,3,2,43,25
1,222,12698.85,7672.66,1,3,2,39,30
1,222,12553.63,4872.86,0.9734734837,3,2,27,40
24.98,222,26687.31,6206.29,0.9224415875,3,2,17,26
1,236,21249.77,10894.02,0.9400469248,3,2,38,30
24.98,204,37248.15,36013.31,0,4,3,10,4
24.98,240,28870.16,5200.92,0.9960064758,3,4,10,32
1,240,0,116255.48,1,5,2,36,1
24.98,180,47688.25,52012.17,0,5,2,23,5
94,228,20730.64,24253.71,0.9016645288,3,2,22,36
54,180,12031.27,15230.29,0.2100432756,5,2,48,16
6,96,0,33464.72,1,5,2,49,1
24.98,240,33551.38,41867.21,0.096141996,4,2,24,23
24.98,240,131208.56,112162.63,0,5,2,16,11
28,180,46898.2,47732.81,0,5,2,19,2
56,240,33440.49,32987.29,0,5,2,12,8
30,240,93905.81,91097.82,0,5,2,14,13
60,240,0,38592.25,0.9908328745,4,2,14,26
24.98,360,52582.87,52317.14,0,5,2,30,8
94,240,19221.72,19819.9,0.972857078,3,2,21,40
2,228,13207.54,12149.72,0,3,2,49,13
24.98,240,36690.33,51460.06,0.1861517791,5,2,36,3
1,240,0,16230.7,1,5,2,11,36
32,236,21260.47,15626.8,0,3,2,58,10
1,222,11450.79,4282.75,0.9128994221,3,2,12,53
1,236,21260.47,10945.44,0,3,2,52,16
23,240,19221.72,19915.49,0.9659792453,3,2,19,42
1,240,19961.82,19909.66,0,4,2,20,1
24.98,222,11455.64,4285.36,0.9161587358,3,2,13,52
24.98,240,44987.93,36712.25,0,5,2,16,18
1,240,0,58117.5,1,5,2,49,3
24.98,180,83350.45,76075.04,0,5,2,44,6
91,119,30165.14,29278.23,0,5,2,39,3
24.98,240,104798.59,103548.74,0,5,2,12,1
1,222,13455.71,4872.84,0.9734733749,3,2,27,40
24.98,240,41974.64,40926.7,0,4,2,45,3
8,180,33852.55,40141.02,0.1566594471,5,2,59,7
55,240,55537.14,61493.78,0.7904176722,5,2,20,33
24.98,222,12704,7680.86,1,3,2,39,30
13,240,53436.87,53014.91,0,5,2,29,2
1,240,26237.07,26462.65,1,3,4,23,35
34,228,13213.6,12004.32,0,3,2,42,20
24.98,240,69638.53,77750.83,0,5,2,19,19
1,240,20752.31,20955.04,0.0096745222,3,4,41,21
24.98,240,66131.63,69367.66,0,5,2,36,4
24.98,204,41894.19,40600.18,0,4,3,48,8
1,240,0,42604.52,1,5,2,55,1
24.98,222,11455.23,4285.35,0.9161585401,3,2,13,52
60,240,49346.36,49423.96,0,5,2,19,1
57,225,11346.08,11557.55,0,3,2,46,22
28,240,44807.02,59088,0.7105726624,5,2,13,53
3,120,0,16377.55,1,5,2,60,5
1,236,21249.77,9951.72,0.9772863384,3,2,28,40
94,216,8307.91,10626.33,0.8858542884,3,4,15,49
52,240,8810.94,11846.44,0.8571655282,3,4,30,30
1,236,17852.03,19623.18,0.090258052,3,4,46,15
24.98,204,45187.53,37251.19,0,4,2,35,18
1,240,26238.24,26534.59,0.973155794,3,4,20,38
2,225,11346.02,11556.75,0.0182343652,3,2,47,21
94,240,19232.43,19881.07,0,4,2,20,1
1,240,0,61658.8,0.6872613706,4,2,33,2
1,240,0,17703.32,1,4,2,51,1
24.98,222,11455.23,4282.76,0.9128996255,3,2,12,53
1,236,7421.39,9047.36,0.927287076,3,4,11,54
24.98,240,18856.3,20229.24,0,3,2,34,10
5,240,17535.66,21071.75,0.9319059879,3,2,20,38
1,222,11450.79,4282.75,0.9164041796,3,2,12,53
1,236,19371.79,15745.79,0.9651621163,3,2,11,49
1,240,0,24448.43,1,4,2,46,17
96,234,19894.57,23097.17,0.9193351393,3,4,33,26
1,240,17435.49,21076.76,0.9957460255,3,2,24,38
1,222,12068.69,4872.85,0.9734734293,3,2,27,40
1,222,8447,4872.87,0.9734735382,3,2,27,40
1,222,12698.85,7672.64,1,3,2,39,30
1,240,0,12359.52,1,4,2,55,6
94,180,62934.5,67496.07,0,5,2,29,8
13,236,15423.21,12529.44,0.9750770984,3,2,31,32
25,236,21260.47,9859.03,0.9599402781,3,2,28,40
24.98,240,53955.27,61274.99,0,4,2,29,15
2,240,29746.71,29381.75,0,4,2,30,14
1,222,11450.79,4282.79,0.920673206,3,2,12,53
24.98,222,7359.09,4301.38,0.9441365329,3,2,18,47
1,236,21260.47,9801.46,0.9886669945,3,2,28,40
25,240,176060.39,175310.68,0,5,2,50,1
0,240,55301.26,47002.68,0,5,2,47,15
2,225,11346.01,11556.28,0,3,2,46,22
1,180,0,60638.21,0.8149576203,5,2,9,7
24.98,240,11864.24,12170.04,0,4,2,32,12
16,240,0,108208.16,0.8220626774,5,2,25,13
1,240,0,36460.82,1,5,2,58,3
1,240,20748.79,20994.89,0.0117218999,3,4,39,23
1,228,20654.21,23255.75,0.1118665276,3,2,39,19
17,240,0,19161.5,1,4,2,62,6
1,222,11450.79,4282.75,0.9206724651,3,2,12,53
0,236,16936.36,19879.66,0.9957272911,3,2,30,33
24.98,240,30290.81,27208.47,0,5,2,35,9
0,240,50013.31,43438.66,0,5,2,42,12
0,240,121963.28,94788.55,0.8786868737,5,2,31,26
2,230,20374.99,22014.32,0.9141372525,3,2,28,31
1,222,8034.6,7672.63,1,3,2,39,30
67,120,0,62705.58,1,5,2,40,3
3,240,0,59028.37,1,5,2,49,2
4,236,18395.41,17164.12,0.9296818013,3,2,24,41
90,240,73783.43,72732.5,0,4,2,14,1
24.98,218,14774.95,9498.82,0.9242221665,3,4,17,32
1,222,11455.23,4232.35,0.9187567191,3,2,12,53
3,233,19068.38,21726.58,0.1223478339,3,4,59,1
94,240,52116.01,54822.56,0,5,2,34,4
29,240,58538.74,58957.97,0,5,2,23,4
3,240,0,82423.83,1,5,2,42,8
1,180,18575.37,20572.24,0.6574581789,5,2,23,31
1,222,11449.99,4290.47,0.9155780136,3,2,12,53
5,222,13116.06,7120.66,0.9317198125,3,2,41,30
22,240,0,58812.93,1,5,2,56,1
1,222,11450.79,4283.61,0.9247177031,3,2,14,51
1,233,18319.14,23284.19,0.2132369647,3,4,41,19
70,240,26318.38,26498.72,0.0068056117,3,4,60,4
52,236,16936.36,19638.84,0.9110084913,3,2,15,48
53,240,67468.79,74730.5,0,5,2,32,24
24.98,180,62986.46,72181.11,0,5,2,11,13
3,234,21308.26,25810.78,0.1744433915,3,4,51,9
1,180,21269.48,22397.61,0.0503683205,5,2,42,3
1,222,11450.79,4301.38,0.9379199234,3,2,18,47
24.98,240,88888.86,79103.28,0,5,2,18,11
6,240,0,24614.37,1,4,2,50,4
24.98,240,21563.12,21224.98,0,5,2,22,3
94,240,8280.87,10192.48,0.8754356153,3,2,23,41
